0.000000000e+00 6.000000000e-01 4.000000000e-01 5.800000000e-01 4.200000000e-01 5.740000000e-01 4.260000000e-01 5.722000000e-01 4.278000000e-01 5.716600000e-01 4.283400000e-01 5.000000000e-01 5.000000000e-01 5.000000000e-01 5.000000000e-01 5.000000000e-01 5.000000000e-01 5.000000000e-01 5.000000000e-01 1.000000000e+00 1.000000000e+00 0.000000000e+00 1.000000000e+00 1.000000000e+00 0.000000000e+00 0.000000000e+00 1.000000000e+00 1.000000000e+00 0.000000000e+00 0.000000000e+00 1.000000000e+00 6.000000000e-01 4.000000000e-01 5.800000000e-01 4.200000000e-01 5.740000000e-01 4.260000000e-01 5.722000000e-01 4.278000000e-01 5.716600000e-01 4.283400000e-01 6.000000000e-01 4.000000000e-01 7.000000000e-01 3.000000000e-01 4.000000000e-01 6.000000000e-01 6.000000000e-01 4.000000000e-01 6.000000000e-01 4.000000000e-01 4.200000000e-01 1.800000000e-01 1.600000000e-01 2.400000000e-01 4.060000000e-01 1.740000000e-01 1.680000000e-01 2.520000000e-01 4.018000000e-01 1.722000000e-01 1.704000000e-01 2.556000000e-01 4.005400000e-01 1.716600000e-01 1.711200000e-01 2.566800000e-01
5.555555556e+01 6.063562701e-01 3.936437299e-01 5.682798719e-01 4.317201281e-01 5.728609982e-01 4.271390018e-01 5.581604200e-01 4.418395800e-01 5.698192167e-01 4.301807833e-01 4.973806886e-01 5.026193114e-01 5.012952372e-01 4.987047628e-01 4.976010984e-01 5.023989016e-01 5.020263811e-01 4.979736189e-01 1.000000000e+00 1.000000000e+00 7.424868880e-22 1.000000000e+00 1.000000000e+00 0.000000000e+00 0.000000000e+00 1.000000000e+00 1.000000000e+00 0.000000000e+00 0.000000000e+00 1.000000000e+00 6.038210682e-01 3.961789318e-01 5.698462157e-01 4.301537843e-01 5.708182371e-01 4.291817629e-01 5.605555763e-01 4.394444237e-01 5.699803345e-01 4.300196655e-01 6.000000000e-01 4.000000000e-01 6.975627890e-01 3.024372110e-01 3.929627811e-01 6.070372189e-01 3.931914967e-01 6.068085033e-01 4.092086171e-01 5.907913829e-01 4.172167353e-01 1.853619592e-01 1.540403146e-01 2.433809909e-01 4.002590593e-01 1.700381364e-01 1.707131941e-01 2.589896102e-01 3.956448411e-01 1.754550946e-01 1.658349510e-01 2.630651133e-01 3.944790398e-01 1.662542943e-01 1.754049352e-01 2.638617307e-01
1.111111111e+02 6.082234441e-01 3.917765559e-01 5.580182236e-01 4.419817764e-01 5.634241435e-01 4.365758565e-01 5.441697421e-01 4.558302579e-01 5.591685447e-01 4.408314553e-01 4.965415492e-01 5.034584508e-01 5.017009354e-01 4.982990646e-01 4.968445227e-01 5.031554773e-01 5.026846250e-01 4.973153750e-01 1.000000000e+00 1.000000000e+00 -6.615301019e-22 1.000000000e+00 1.000000000e+00 0.000000000e+00 0.000000000e+00 1.000000000e+00 1.000000000e+00 0.000000000e+00 0.000000000e+00 1.000000000e+00 6.048790527e-01 3.951209473e-01 5.600960782e-01 4.399039218e-01 5.607340646e-01 4.392659354e-01 5.473763651e-01 4.526236349e-01 5.593879494e-01 4.406120506e-01 6.000000000e-01 4.000000000e-01 6.922923664e-01 3.077076336e-01 3.806602422e-01 6.193397578e-01 3.910073179e-01 6.089926821e-01 4.117488588e-01 5.882511412e-01 4.136089900e-01 1.897346166e-01 1.482849791e-01 2.483714143e-01 3.913288110e-01 1.693087415e-01 1.696979035e-01 2.696645440e-01 3.851652362e-01 1.762442009e-01 1.632920552e-01 2.752985078e-01 3.833717141e-01 1.642467349e-01 1.758757990e-01 2.765057520e-01
1.666666667e+02 6.105914922e-01 3.894085078e-01 5.447515463e-01 4.552484537e-01 5.510289860e-01 4.489710140e-01 5.258897130e-01 4.741102870e-01 5.450902106e-01 4.549097894e-01 4.954455511e-01 5.045544489e-01 5.022239044e-01 4.977760956e-01 4.958621446e-01 5.041378554e-01 5.035447903e-01 4.964552097e-01 1.000000000e+00 1.000000000e+00 -2.655987672e-21 1.000000000e+00 1.000000000e+00 0.000000000e+00 0.000000000e+00 1.000000000e+00 1.000000000e+00 0.000000000e+00 0.000000000e+00 1.000000000e+00 6.061985820e-01 3.938014180e-01 5.474695378e-01 4.525304622e-01 5.474741239e-01 4.525258761e-01 5.301271414e-01 4.698728586e-01 5.453778574e-01 4.546221426e-01 6.000000000e-01 4.000000000e-01 6.848300376e-01 3.151699624e-01 3.656641235e-01 6.343358765e-01 3.881141709e-01 6.118858291e-01 4.148431756e-01 5.851568244e-01 4.086360937e-01 1.957399311e-01 1.411844467e-01 2.544395286e-01 3.794991771e-01 1.686552229e-01 1.683741998e-01 2.834714003e-01 3.711451890e-01 1.772503072e-01 1.603287137e-01 2.912757901e-01 3.686519849e-01 1.617670900e-01 1.765522967e-01 2.930286285e-01
2.222222222e+02 6.135474097e-01 3.864525903e-01 5.277475082e-01 4.722524918e-01 5.349160947e-01 4.650839053e-01 5.023279468e-01 4.976720532e-01 5.267255689e-01 4.732744311e-01 4.940518739e-01 5.059481261e-01 5.028843715e-01 4.971156285e-01 4.946173550e-01 5.053826450e-01 5.046408186e-01 4.953591814e-01 1.000000000e+00 1.000000000e+00 -2.562811297e-21 1.000000000e+00 1.000000000e+00 -2.240895081e-27 -6.213517978e-27 1.000000000e+00 1.000000000e+00 2.354525882e-27 0.000000000e+00 1.000000000e+00 6.078249927e-01 3.921750073e-01 5.312816486e-01 4.687183514e-01 5.302593283e-01 4.697406717e-01 5.078755879e-01 4.921244121e-01 5.270992355e-01 4.729007645e-01 6.000000000e-01 4.000000000e-01 6.741188115e-01 3.258811885e-01 3.480028688e-01 6.519971312e-01 3.842847903e-01 6.157152097e-01 4.185162330e-01 5.814837670e-01 4.016068023e-01 2.041144905e-01 1.327691215e-01 2.615095858e-01 3.639664659e-01 1.681962811e-01 1.668224355e-01 3.010148175e-01 3.527786556e-01 1.787087677e-01 1.567635002e-01 3.117490765e-01 3.493761096e-01 1.588492558e-01 1.775050432e-01 3.142695915e-01
2.777777778e+02 6.173450320e-01 3.826549680e-01 5.056592950e-01 4.943407050e-01 5.140274594e-01 4.859725406e-01 4.719043455e-01 5.280956545e-01 5.029613700e-01 4.970386300e-01 4.922691725e-01 5.077308275e-01 5.037294719e-01 4.962705281e-01 4.930219341e-01 5.069780659e-01 5.060415430e-01 4.939584570e-01 1.000000000e+00 1.000000000e+00 1.778534289e-20 1.000000000e+00 1.000000000e+00 2.658206703e-23 -1.319354696e-20 1.000000000e+00 1.000000000e+00 -1.024150277e-20 0.000000000e+00 1.000000000e+00 6.099251928e-01 3.900748072e-01 5.102557224e-01 4.897442776e-01 5.079644641e-01 4.920355359e-01 4.791098728e-01 5.208901272e-01 5.034435694e-01 4.965564306e-01 6.000000000e-01 4.000000000e-01 6.584034362e-01 3.415965638e-01 3.277990146e-01 6.722009854e-01 3.790094364e-01 6.209905636e-01 4.229463255e-01 5.770536745e-01 3.914198359e-01 2.161054133e-01 1.230089114e-01 2.694658395e-01 3.433857586e-01 1.680519984e-01 1.652569913e-01 3.233052518e-01 3.286725244e-01 1.809122812e-01 1.525038214e-01 3.379113729e-01 3.241450563e-01 1.553892650e-01 1.790144725e-01 3.414512061e-01
3.333333333e+02 6.225778602e-01 3.774221398e-01 4.758319490e-01 5.241680510e-01 4.867619379e-01 5.132380621e-01 4.320043207e-01 5.679956793e-01 4.723536803e-01 5.276463197e-01 4.899288832e-01 5.100711168e-01 5.048559739e-01 4.951440261e-01 4.908995684e-01 5.091004316e-01 5.078679939e-01 4.921320061e-01 1.000000000e+00 1.000000000e+00 3.679097179e-20 1.000000000e+00 1.000000000e+00 -1.325273121e-21 -1.641709482e-21 1.000000000e+00 1.000000000e+00 4.996723946e-20 0.000000000e+00 1.000000000e+00 6.129293854e-01 3.870706146e-01 4.818863514e-01 5.181136486e-01 4.788713957e-01 5.211286043e-01 4.413173765e-01 5.586826235e-01 4.729739783e-01 5.270260217e-01 6.000000000e-01 4.000000000e-01 6.343837370e-01 3.656162630e-01 3.053826541e-01 6.946173459e-01 3.711375087e-01 6.288624913e-01 4.286099155e-01 5.713900845e-01 3.760172665e-01 2.341393212e-01 1.118062710e-01 2.780371413e-01 3.153911984e-01 1.682054539e-01 1.643088847e-01 3.520944630e-01 2.965658294e-01 1.844370798e-01 1.473651732e-01 3.716319175e-01 2.907910774e-01 1.510649817e-01 1.817918873e-01 3.763520536e-01
3.888888889e+02 6.308890441e-01 3.691109559e-01 4.318774197e-01 5.681225803e-01 4.504314127e-01 5.495685873e-01 3.774274545e-01 6.225725455e-01 4.331015271e-01 5.668984729e-01 4.866819512e-01 5.133180488e-01 5.064941292e-01 4.935058708e-01 4.878522017e-01 5.121477983e-01 5.103551950e-01 4.896448050e-01 1.000000000e+00 1.000000000e+00 3.555534388e-20 1.000000000e+00 1.000000000e+00 -1.149755850e-21 -1.582377820e-21 1.000000000e+00 1.000000000e+00 7.987352183e-20 0.000000000e+00 1.000000000e+00 6.181308801e-01 3.818691199e-01 4.401575906e-01 5.598424094e-01 4.400517870e-01 5.599482130e-01 3.894524072e-01 6.105475928e-01 4.338918476e-01 5.661081524e-01 6.000000000e-01 4.000000000e-01 5.946414299e-01 4.053585701e-01 2.815589327e-01 7.184410673e-01 3.574786702e-01 6.425213298e-01 4.369155241e-01 5.630844759e-01 3.508037714e-01 2.638921224e-01 9.877799074e-02 2.865261155e-01 2.750470829e-01 1.679401352e-01 1.659179543e-01 3.910948276e-01 2.521626272e-01 1.906921780e-01 1.407958073e-01 4.163493875e-01 2.453601794e-01 1.448550857e-01 1.879555619e-01 4.218291729e-01
4.444444444e+02 6.486164757e-01 3.513835243e-01 3.529370101e-01 6.470629899e-01 4.018668169e-01 5.981331831e-01 2.949892994e-01 7.050107006e-01 3.859542063e-01 6.140457937e-01 4.820020666e-01 5.179979334e-01 5.092181858e-01 4.907818142e-01 4.830926951e-01 5.169073049e-01 5.137444358e-01 4.862555642e-01 1.000000000e+00 1.000000000e+00 1.803859479e-20 1.000000000e+00 1.000000000e+00 -1.149595173e-21 -1.582351751e-21 1.000000000e+00 1.000000000e+00 1.010430549e-19 0.000000000e+00 1.000000000e+00 6.311776100e-01 3.688223900e-01 3.653681288e-01 6.346318712e-01 3.877763122e-01 6.122236878e-01 3.103112989e-01 6.896887011e-01 3.867820441e-01 6.132179559e-01 6.000000000e-01 4.000000000e-01 5.165307546e-01 4.834692454e-01 2.603876729e-01 7.396123271e-01 3.251071695e-01 6.748928305e-01 4.535869174e-01 5.464130826e-01 3.021478481e-01 3.236161428e-01 8.243125506e-02 2.918047541e-01 2.093976199e-01 1.622418911e-01 1.788216174e-01 4.495388717e-01 1.855952133e-01 2.054158709e-01 1.303774087e-01 4.786115071e-01 1.789453657e-01 1.328228586e-01 2.069586028e-01 4.812731729e-01
5.000000000e+02 7.465357949e-01 2.534642051e-01 1.012367756e-01 8.987632244e-01 5.073722170e-01 4.926277830e-01 1.090949196e-01 8.909050804e-01 5.068155804e-01 4.931844196e-01 5.186260040e-01 4.813739960e-01 4.829833486e-01 5.170166514e-01 5.187403665e-01 4.812596335e-01 4.804124805e-01 5.195875195e-01 1.000000000e+00 1.000000000e+00 -3.716192518e-20 1.000000000e+00 1.000000000e+00 -1.149595174e-21 -1.582351751e-21 1.000000000e+00 1.000000000e+00 1.010412836e-19 0.000000000e+00 1.000000000e+00 7.429156523e-01 2.570843477e-01 1.157021255e-01 8.842978745e-01 4.856042376e-01 5.143957624e-01 1.183384193e-01 8.816615807e-01 4.894545954e-01 5.105454046e-01 6.000000000e-01 4.000000000e-01 2.530388477e-01 7.469611523e-01 3.771510486e-01 6.228489514e-01 1.256615565e-01 8.743384435e-01 5.757953353e-01 4.242046647e-01 1.585324233e-01 5.579741321e-01 5.182019176e-02 2.316732529e-01 7.305470400e-02 9.076151784e-02 3.975744680e-01 4.386093102e-01 6.943128885e-02 3.786826097e-01 8.498443922e-02 4.669016622e-01 5.820449469e-02 7.652815681e-02 4.386673543e-01 4.265999942e-01
